entry_id,country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
3dc578a5-1b59-41f7-9f87-6fa71e23165b,Nigeria,Oil on camera food base per help.,"According to recent field observations, groundwater levels have dropped significantly due to prolonged drought conditions. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",49.4416595,River,Flush Toilet,Education,Male,Adult,Middle,Rural Village,Dense,Tropical,2022,WHO,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
df37eaca-519b-4970-aea2-c7055aa4b152,Somalia,Something lot reveal thought mind.,Health inspectors on site found that improper disposal of greywater has compounded the risk of disease outbreaks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,66.7580185,Piped Water,Flush Toilet,Education,Female,Elderly,Low,Urban Slum,Sparse,Temperate,2019,WHO,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
12ed9da0-288f-471f-957b-061fc39e520d,India,Recently risk religious often blue this.,"Health inspectors on site found that groundwater levels have dropped significantly due to prolonged drought conditions. Without immediate action, the risk to vulnerable groups remains elevated.",-28.5498245,Borehole,Pit Latrine,Education,Male,Child,Low,Refugee Camp,Medium,Temperate,2024,UNICEF,Field Survey,Pregnant Women,Unsafe,clear,clear,none,yes,mining,none,lush,open dumping,no,stagnant
15182f08-9e3d-4baf-a6cf-f0ef7f8c89c0,India,Popular stand goal everybody.,"A comprehensive report issued by the agency noted that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Without immediate action, the risk to vulnerable groups remains elevated.",-87.620611,Protected Spring,Open Defecation,Public Infrastructure,Female,Elderly,Middle,Refugee Camp,Dense,Temperate,2020,UNICEF,NGO Report,Children Under 5,Unsafe,green,clear,chemical,yes,farming,sewage lines,sparse,none,yes,flowing
f14a471c-ca75-466f-9545-ff58d953c7f8,DR Congo,Team often speak system former bag war north.,"In the most affected zones, untreated sewage has leaked into open water channels, raising contamination risks. Local authorities are urged to scale up hygiene education campaigns.",-3.0701925,Truck Delivery,Composting Toilet,Public Infrastructure,Male,Adult,Middle,Peri-Urban,Medium,Temperate,2020,Save the Children,Field Survey,Elderly,Unsafe,green,cloudy,chemical,yes,farming,none,lush,open dumping,no,stagnant
9617b023-252b-4a8f-896f-46cd0f0e6bfb,Nigeria,Move statement picture speak she remember.,"In the most affected zones, access to potable water is limited to a few hours each day, with unreliable quality. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",45.2076055,Protected Spring,Flush Toilet,Agriculture,Male,Child,Low,Peri-Urban,Dense,Arid,2023,Water.org,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
ded47295-a062-4efd-a977-028ad3c04063,Somalia,Blue there image table.,The latest sanitation review indicated that chlorination units have not been functional for the past three months. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,9.9021435,Truck Delivery,Composting Toilet,Health,Female,Youth,Middle,Urban Slum,Dense,Arid,2022,Save the Children,Academic Paper,Elderly,Unsafe,green,turbid,chemical,yes,sewage treatment,sewage lines,sparse,none,yes,flowing
911e578b-649e-43a0-a6fd-11165780047b,Uganda,Model population alone coach fear week minute.,"According to joint analysis from stakeholders, latrines are shared by over 50 individuals, creating sanitation bottlenecks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.",11.817528,Rainwater,Open Defecation,Agriculture,Male,Child,Low,Peri-Urban,Sparse,Arid,2024,Save the Children,Gov Report,None,Unsafe,brown,clear,chemical,yes,mining,none,sparse,managed sites,yes,slow
ab02c3bb-662d-4329-964c-d8a68ed362aa,Nigeria,Level hundred memory risk event back.,"According to recent field observations, access to potable water is limited to a few hours each day, with unreliable quality. Local authorities are urged to scale up hygiene education campaigns.",-36.8639625,Borehole,Flush Toilet,Health,Male,Elderly,Middle,Urban Slum,Medium,Arid,2016,Save the Children,Gov Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
c805706a-f2e4-40e0-a013-5f7eb923b74c,Bangladesh,Call newspaper official identify article last imagine magazine.,"Water availability remains a key concern where access to potable water is limited to a few hours each day, with unreliable quality. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",41.650777,Truck Delivery,Flush Toilet,Agriculture,Male,Child,Low,Refugee Camp,Medium,Temperate,2016,Save the Children,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
4052c22d-0ffc-4a07-835a-0234cbd12ff9,Somalia,Large arrive citizen yard hold effort.,Health inspectors on site found that waste management systems are severely underdeveloped in these settlements. Resource allocation should prioritize rehabilitation of water systems and proper drainage.,54.9300195,River,Composting Toilet,Health,Female,Child,High,Urban Slum,Sparse,Temperate,2019,UNICEF,Academic Paper,Pregnant Women,Unsafe,murky,turbid,none,yes,none,none,sparse,open dumping,yes,stagnant
d0181568-e7f3-4ba2-9525-145cda98ca95,Nigeria,Central pass picture bank coach arm.,"A comprehensive report issued by the agency noted that access to potable water is limited to a few hours each day, with unreliable quality. Without immediate action, the risk to vulnerable groups remains elevated.",10.935658,Truck Delivery,Open Defecation,Health,Female,Adult,Low,Refugee Camp,Dense,Temperate,2020,Save the Children,NGO Report,Pregnant Women,Unsafe,clear,turbid,sewage,no,mining,sewage lines,sparse,none,no,slow
20690ae7-257f-48fa-9b31-ddbb11bd57b9,Bangladesh,Piece pull rest bring threat avoid.,"In the most affected zones, efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",58.523278,Well,Composting Toilet,Education,Male,Youth,Middle,Rural Village,Medium,Temperate,2021,Water.org,Gov Report,Pregnant Women,Unsafe,green,turbid,chemical,no,mining,waste facilities,sparse,none,yes,stagnant
8708bcc7-fa4c-469f-8ac8-ac762344198a,Kenya,Enjoy partner where always contain attention final learn.,"According to joint analysis from stakeholders, efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",-6.4737375,Well,Composting Toilet,Public Infrastructure,Male,Adult,Middle,Urban Slum,Medium,Semi-Arid,2022,Water.org,Academic Paper,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
0594756f-7506-493b-ba07-342fddc09a98,Uganda,Think growth help.,"According to joint analysis from stakeholders, waste management systems are severely underdeveloped in these settlements. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",73.460737,Truck Delivery,Open Defecation,Public Infrastructure,Male,Child,Middle,Refugee Camp,Medium,Arid,2025,WHO,Field Survey,Children Under 5,Unsafe,green,turbid,chemical,no,mining,waste facilities,lush,managed sites,no,stagnant
d2113c9f-c24d-4ab4-9dee-94a70a6453fc,DR Congo,Hospital score throughout law marriage must month word.,A comprehensive report issued by the agency noted that chlorination units have not been functional for the past three months. Local authorities are urged to scale up hygiene education campaigns.,45.784602,Protected Spring,Composting Toilet,Education,Female,Adult,High,Refugee Camp,Medium,Tropical,2022,WHO,Field Survey,Disabled,Unsafe,green,clear,sewage,yes,farming,none,dead,open dumping,no,flowing
def522d3-df90-46b7-9e0f-3d15a7395123,DR Congo,Those three fill commercial threat able between.,"The latest sanitation review indicated that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Local authorities are urged to scale up hygiene education campaigns.",-66.65501,Well,Flush Toilet,Agriculture,Male,Elderly,Middle,Rural Village,Dense,Arid,2020,WHO,Academic Paper,Pregnant Women,Unsafe,brown,turbid,none,yes,sewage treatment,none,sparse,managed sites,no,slow
63b29331-cc76-48f9-93d8-f4e9419f7a13,Bangladesh,Social play quality clearly pass near.,A comprehensive report issued by the agency noted that groundwater levels have dropped significantly due to prolonged drought conditions. Resource allocation should prioritize rehabilitation of water systems and proper drainage.,-68.320682,Protected Spring,Open Defecation,Public Infrastructure,Male,Child,High,Peri-Urban,Medium,Semi-Arid,2015,Save the Children,NGO Report,Pregnant Women,Unsafe,brown,cloudy,none,yes,farming,sewage lines,dead,managed sites,no,stagnant
e92f3c3f-cce0-424d-9879-34390d97500f,Nigeria,Agency small concern tonight edge whom.,"Water availability remains a key concern where efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",-70.192424,Borehole,Open Defecation,Public Infrastructure,Male,Child,High,Urban Slum,Dense,Arid,2016,Red Cross,Field Survey,Elderly,Unsafe,murky,turbid,chemical,yes,mining,none,dead,open dumping,yes,stagnant
f57572c6-620b-4cca-808c-f2d5d599780b,DR Congo,Compare list rather decide.,"According to joint analysis from stakeholders, access to potable water is limited to a few hours each day, with unreliable quality. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",-43.659962,Piped Water,Flush Toilet,Agriculture,Female,Child,Low,Peri-Urban,Medium,Semi-Arid,2016,Red Cross,Academic Paper,Disabled,Unsafe,brown,clear,sewage,no,farming,none,dead,none,yes,flowing
d6b987ff-2953-454d-9ea0-9026e457d1bb,Kenya,Training yeah effort without shoulder current.,Field workers have documented that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Local authorities are urged to scale up hygiene education campaigns.,-83.4047205,Protected Spring,Open Defecation,Public Infrastructure,Female,Child,High,Urban Slum,Sparse,Temperate,2018,UNICEF,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
d9087709-6a85-4cba-b8fa-64ac50c1625c,Bangladesh,Least collection ask environmental information talk throw.,"Health inspectors on site found that untreated sewage has leaked into open water channels, raising contamination risks. Local authorities are urged to scale up hygiene education campaigns.",35.1327095,Well,Flush Toilet,Public Infrastructure,Female,Adult,Low,Refugee Camp,Medium,Semi-Arid,2018,WHO,NGO Report,Children Under 5,Unsafe,green,cloudy,none,yes,mining,sewage lines,lush,none,no,flowing
6c0ede66-8b71-45cb-88d7-78bc551f496c,India,Recognize prove somebody well film none statement knowledge.,Water availability remains a key concern where improper disposal of greywater has compounded the risk of disease outbreaks. Local authorities are urged to scale up hygiene education campaigns.,48.7433915,Well,Flush Toilet,Health,Male,Youth,Middle,Refugee Camp,Sparse,Arid,2025,Water.org,Academic Paper,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
9c6ea925-36e0-489d-812f-c618bf8d283a,Bangladesh,Collection range us as open like will feeling.,"According to recent field observations, efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",87.458551,River,Pit Latrine,Education,Male,Youth,High,Refugee Camp,Medium,Tropical,2015,Red Cross,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
c9c5ca58-3a62-4cbe-bba3-538ddc66f5ef,Uganda,All similar pick government more seem history.,Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.,32.909303,Borehole,Open Defecation,Agriculture,Male,Elderly,High,Refugee Camp,Sparse,Arid,2019,Red Cross,Academic Paper,Elderly,Unsafe,green,cloudy,chemical,yes,farming,none,sparse,managed sites,yes,flowing
ec84a4dd-75e3-4666-b9ac-5e9c70db46e0,Nigeria,Perhaps consider peace represent focus off near.,Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Local authorities are urged to scale up hygiene education campaigns.,13.5240945,Rainwater,Composting Toilet,Public Infrastructure,Female,Youth,Low,Peri-Urban,Dense,Semi-Arid,2015,Water.org,Field Survey,Pregnant Women,Unsafe,clear,clear,chemical,no,sewage treatment,none,dead,open dumping,no,flowing
aad2cdf8-1920-47db-8173-2e01461ace4e,Ethiopia,Show talk for time skill spend.,Water availability remains a key concern where groundwater levels have dropped significantly due to prolonged drought conditions. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-71.244926,Protected Spring,Pit Latrine,Health,Male,Elderly,High,Rural Village,Sparse,Arid,2021,Red Cross,Field Survey,None,Unsafe,clear,turbid,chemical,yes,mining,waste facilities,dead,open dumping,yes,stagnant
2d45d51c-5507-4ad0-9f09-ebc721c11f53,India,Every whose head raise.,"According to recent field observations, untreated sewage has leaked into open water channels, raising contamination risks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",69.177431,Rainwater,Open Defecation,Public Infrastructure,Male,Adult,Middle,Refugee Camp,Dense,Tropical,2020,Save the Children,NGO Report,Disabled,Unsafe,murky,turbid,chemical,yes,farming,sewage lines,dead,managed sites,no,flowing
c4c2d6ce-5eac-40b5-aa6e-5eb0709344e8,Uganda,Study against administration.,Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-38.2514845,Piped Water,Pit Latrine,Health,Female,Elderly,Low,Refugee Camp,Medium,Semi-Arid,2019,Save the Children,Field Survey,Children Under 5,Unsafe,murky,cloudy,none,yes,mining,none,dead,none,no,slow
2e13721e-b557-4b70-8702-b22c403d979a,Nigeria,White goal investment mission spend front.,A comprehensive report issued by the agency noted that chlorination units have not been functional for the past three months. Urgent interventions are recommended to mitigate the spread of waterborne diseases.,18.2054025,Rainwater,Composting Toilet,Health,Male,Elderly,Low,Rural Village,Medium,Temperate,2016,Save the Children,NGO Report,Disabled,Unsafe,green,turbid,chemical,no,mining,waste facilities,sparse,none,yes,slow
fe062121-32d2-4cef-a55c-d700b124b004,Uganda,Number middle stay just well.,"Field workers have documented that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Without immediate action, the risk to vulnerable groups remains elevated.",-37.728431,River,Composting Toilet,Agriculture,Female,Child,Low,Peri-Urban,Sparse,Semi-Arid,2022,Red Cross,Academic Paper,None,Unsafe,murky,cloudy,none,no,sewage treatment,none,sparse,open dumping,no,stagnant
6d03fc26-65be-440c-8733-6b5e31527adf,Ethiopia,Beyond change check trouble court film day.,The latest sanitation review indicated that chlorination units have not been functional for the past three months. Resource allocation should prioritize rehabilitation of water systems and proper drainage.,37.671405,Borehole,Composting Toilet,Public Infrastructure,Male,Child,Low,Urban Slum,Sparse,Arid,2024,Water.org,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
a545852b-3eb1-43c6-9b1d-5cddbdad280d,Ethiopia,Government sense garden fight so material figure though.,The latest sanitation review indicated that waste management systems are severely underdeveloped in these settlements. Local authorities are urged to scale up hygiene education campaigns.,28.060243,River,Composting Toilet,Education,Female,Adult,High,Peri-Urban,Dense,Temperate,2018,WHO,Field Survey,Children Under 5,Unsafe,green,cloudy,sewage,yes,none,sewage lines,sparse,open dumping,no,slow
